appShow,pcShow,workYear,education,financeStage,city,companyLogo,district,companyId,explain,industryField,companyLabelList,score,adWord,formatCreateTime,companySize,positionName,jobNature,deliver,positionAdvantage,imState,companyFullName,createTime,positionId,companyShortName,salary,publisherId,businessZones,plus,lastLogin,gradeDescription,approve,promotionScoreExplain
0,0,1-3年,本科,成熟型(D轮及以上),上海,i/image/M00/3E/1F/CgqKkVdzm7WAcjFmAABVvB8j6pk334.jpg,,131342,,"游戏,移动互联网","专项奖金,年底双薪,午餐补助,弹性工作",0,0,13:40发布,150-500人,手游运营专员（棋牌类）,全职,0,10年游戏公司，稳定性强，晋升空间大。,sevenDays,上海晨路信息科技股份有限公司,2016-12-06 13:40:26,2638431,九维网,7k-9k,5088586,,,1480559994000,,0,
0,0,3-5年,本科,上市公司,上海,i/image/M00/18/45/Cgp3O1bzhIyAPaTmAAC7RITtIAU540.PNG,闸北区,121222,,"移动互联网,电子商务","技能培训,岗位晋升,五险一金,14薪",0,0,13:40发布,2000人以上,资深用户研究员/用研负责人,全职,0,"上市公司,五险一金,工作氛围好",today,上海克而瑞软件技术有限公司,2016-12-06 13:40:21,2633429,易居中国-创新研发中心,20k-30k,5771365,,,1480995503000,,1,
0,0,1-3年,本科,初创型(未融资),深圳,i/image/M00/1E/E1/Cgp3O1cKF_eAOHWGAABZgD70mb8436.png,,123723,,金融,"定期体检,绩效奖金,带薪年假,节日礼物",0,0,13:40发布,2000人以上,测试工程师,全职,0,发展空间、带薪年假、年终奖,disabled,深圳市佰仟金融服务有限公司,2016-12-06 13:40:13,2638430,佰仟金融,8k-15k,3204951,,,1480929039000,,0,
0,0,不限,本科,成长型(A轮),上海,i/image/M00/3B/51/CgqKkVdri7CAQB4fAAAjFyI3k2s750.jpg,,52297,,"教育,文化娱乐","年底双薪,专项奖金,带薪年假,弹性工作",0,0,13:39发布,50-150人,项目助理（IT方向）,全职,0,"员工旅游,带薪年假,免费班车,悠闲下午茶",overSevenDays,上海绿利文化传媒有限公司,2016-12-06 13:39:56,2638429,上海绿利,5k-8k,1312807,,,1481002071000,,1,
0,0,5-10年,本科,初创型(未融资),上海,image1/M00/00/08/CgYXBlTUWA6Ace8jAAA4dTPnQZs058.png,闵行区,2914,,"移动互联网,电子商务","绩效奖金,年终分红,五险一金,通讯津贴",0,0,13:39发布,150-500人,运营总监（在线旅游）,全职,0,"薪资诱人,办公高大上,咖啡吧,免费班车",today,江苏钱旺智能系统有限公司,2016-12-06 13:39:44,2603389,钱旺网,25k-35k,27266,春申,,1480994319000,,0,
0,0,3-5年,本科,上市公司,北京,i/image/M00/5A/7E/Cgp3O1feWnGAH2QlAABIgus9GwY111.jpg,东城区,148617,,"金融,移动互联网","年底双薪,午餐补助,带薪年假,弹性工作",0,0,13:39发布,2000人以上,经营分析经理,全职,0,上市公司总部，年终奖金，交通便利,disabled,银湖网络科技有限公司,2016-12-06 13:39:40,2596288,银湖网络科技有限公司,15k-20k,6139159,王府井,,1480990244000,,1,
0,0,3-5年,大专,成长型(B轮),上海,i/image/M00/40/D2/CgqKkVd7aL2AEt0LAAALTXrSAjQ159.jpg,黄浦区,52315,,"数据服务,文化娱乐","节日礼物,绩效奖金,岗位晋升,扁平管理",0,0,13:39发布,150-500人,Web网页前端工程师,全职,0,多次团建 硅谷式办公氛围 极客多,today,上海极链网络科技有限公司,2016-12-06 13:39:21,2571261,Video++,12k-18k,1313006,"南外滩,南浦大桥,董家渡",,1480991682000,,1,
0,0,1-3年,本科,成长型(A轮),深圳,i/image/M00/7C/C0/Cgp3O1hGTCWAN5pxAABFmF85-kg194.png,,161091,,其他,"定期体检,绩效奖金,带薪年假,股票期权",0,0,13:39发布,50-150人,测试工程师,全职,0,发展空间大,disabled,深圳明锐理想科技有限公司,2016-12-06 13:39:03,2638427,明锐理想,6k-10k,6602809,,,1481001987000,,0,
0,0,1-3年,本科,成长型(B轮),北京,image1/M00/1C/96/Cgo8PFUmSoWAGBNBAACF0p1nyms549.jpg,海淀区,62578,,医疗健康,"技能培训,节日礼物,带薪年假,岗位晋升",0,0,13:39发布,少于15人,编导,全职,0,"发展前景好,坏境好",today,中国营养联盟,2016-12-06 13:39:02,2551615,中国营养联盟,6k-8k,5592131,"中关村,双榆树,人民大学",,1480994617000,,0,
0,0,1-3年,本科,成长型(不需要融资),上海,i/image/M00/6A/17/CgqKkVgXFwCAYbWbAAANQtvAn-g735.jpg,浦东新区,150106,,医疗健康,"绩效奖金,股票期权,定期体检,带薪年假",0,0,13:39发布,50-150人,项目管理工程师,全职,0,职位发展空间大，扁平化管理,today,上海移宇科技股份有限公司,2016-12-06 13:39:00,2575358,Medtrum,7k-13k,6205938,花木,,1480995936000,,1,
0,0,3-5年,大专,成长型(A轮),北京,image2/M00/05/2D/CgqLKVX2RcCALwz8AAUO_CWTWmM077.jpg?cc=0.2800748022273183,,95478,,"移动互联网,金融","节日礼物,带薪年假,绩效奖金,年度旅游",0,0,13:38发布,50-150人,java软件开发工程师,全职,0,加入蜂向 从新开始您的职业生涯,disabled,北京蜂向信息科技有限公司,2016-12-06 13:38:57,2638426,北京蜂向科技,13k-18k,2768587,,,1480995250000,,1,
0,0,1-3年,大专,初创型(未融资),广州,i/image/M00/2D/F3/CgqKkVc9ckyASHxpAAAkI9ZWZe8066.png,,26215,,移动互联网,"节日礼物,技能培训,岗位晋升,帅哥多",0,0,13:38发布,500-2000人,微信运营,全职,0,"双休,五险一金,百强电商",overSevenDays,广州市衣联网络科技有限公司,2016-12-06 13:38:48,2638425,衣联网,4k-5k,989829,,,1480311354000,,1,
0,0,3-5年,本科,上市公司,上海,image1/M00/00/66/CgYXBlTUXWWAF9AvAAB5kJdzZNI02.jpeg,,41258,,金融,"技能培训,年底双薪,免费班车,带薪年假",0,0,13:38发布,2000人以上,风险数据分析,全职,0,国内综合实力最强的证券公司之一,today,国泰君安证券股份有限公司,2016-12-06 13:38:46,2638424,国泰君安证券股份有限公司,10k-20k,6523148,,,1480987779000,,1,
0,0,3-5年,大专,成熟型(C轮),上海,i/image/M00/00/04/Cgp3O1Ygo0CAUFsPAABHhi8h__E879.png,闸北区,57368,,"移动互联网,游戏","技能培训,节日礼物,年底双薪,带薪年假",0,0,13:38发布,150-500人,商务经理,全职,0,办公环境优美、五险一金、带薪年假、餐补,disabled,上海索乐互娱科技有限公司,2016-12-06 13:38:44,2596925,索乐互娱,7k-9k,1447624,"汶水路,共和新路",,1480920629000,,1,
0,0,1-3年,不限,成长型(A轮),北京,i/image/M00/0E/B2/Cgp3O1bc7Z2AAhdFAABYZtk0O-Q952.png,海淀区,118032,,"移动互联网,硬件","带薪年假,午餐补助,交通补助,股票期权",0,0,13:38发布,50-150人,新媒体活动策划,全职,0,"前景好,产品棒",today,北京黑米世纪网络科技有限公司,2016-12-06 13:38:39,2463505,黑米科技,5k-8k,4176892,"万泉河,苏州桥,苏州街",,1480990495000,,0,
